id,rep1,rep2,rep3,rep4,rep5,mean
0,0.347825288772583,0.4721648395061493,0.3878006041049957,0.1684664636850357,0.0571601428091526,0.2866834677755833
1,0.9508970975875854,0.7751073837280273,0.9290031790733336,0.9275528192520142,0.9980720281600952,0.9161265015602111
3,0.0194792058318853,0.0107738133519887,0.0041296887211501,0.0017327861860394,6.964088242966682e-05,0.007237026994698632
4,0.0368333719670772,0.033002570271492,0.014719558879733,0.0031757955439388,0.0009640694479458,0.017739073222037362
5,0.9401973485946656,0.6874793767929077,0.949412167072296,0.8823434114456177,0.9654990434646606,0.8849862694740296
6,0.0574495606124401,0.2634238302707672,0.1586848348379135,0.0063151395879685,0.0263354387134313,0.10244176080450411
7,0.7137817144393921,0.6015989780426025,0.6071313619613647,0.5720115900039673,0.573697030544281,0.6136441349983215
8,0.7100480198860168,0.6224472522735596,0.6261796355247498,0.5883832573890686,0.6081706285476685,0.6310457587242126
9,0.5937119126319885,0.6351640820503235,0.5868649482727051,0.5498626828193665,0.581217348575592,0.5893641948699951
11,0.0164400916546583,0.0678562745451927,0.0753373354673385,0.0023883611429482,0.0072779995389282,0.033860012469813176
12,0.02140131033957,0.06343275308609,0.0288204886019229,0.001488561509177,0.000496681255754,0.02312795895850278
13,0.0561686903238296,0.0550175309181213,0.0258207265287637,0.0029164431616663,0.0012106663780286,0.0282268114620819
14,0.7928600311279297,0.6530439257621765,0.7987908720970154,0.9169962406158448,0.9731197953224182,0.8269621729850769
15,0.4240871667861938,0.4766891598701477,0.5096755027770996,0.4264476001262665,0.4091751277446747,0.44921491146087644
16,0.0039827008731663,0.0019940892234444,0.0007429905817843,3.386128810234368e-05,1.701570909062866e-05,0.0013541315351175945
17,0.0163958948105573,0.0147496024146676,0.0054565593600273,0.0007253951625898,0.0009268487920053,0.00765086010796946
18,0.0052234618924558,0.0031893921550363,0.0012666168622672,6.310330354608595e-05,4.13727066188585e-05,0.0019567893839848487
20,0.1179980412125587,0.17986860871315,0.155337780714035,0.0082624619826674,0.0375971086323261,0.09981280025094744
21,0.9753681421279908,0.8320059776306152,0.9462705254554749,0.8161470293998718,0.9315685629844666,0.9002720475196838
22,0.7599584460258484,0.6034864783287048,0.5939685106277466,0.6373928189277649,0.5123025178909302,0.621421754360199
23,0.6368091702461243,0.5466104745864868,0.5365707874298096,0.4893544018268585,0.3798390030860901,0.5178367674350739
24,0.2897975146770477,0.3716354072093963,0.2553317546844482,0.1077371686697006,0.0263648759573698,0.2101733442395925
25,0.2312590181827545,0.2879908680915832,0.2036696672439575,0.0599056743085384,0.0091381883248686,0.15839268323034045
26,0.2114250212907791,0.2739472687244415,0.1907168179750442,0.0569086037576198,0.009583837352693,0.1485163098201155
27,0.3037604391574859,0.3386439979076385,0.2827589213848114,0.1261514723300933,0.0269354414194822,0.21565005443990226
28,0.1883136928081512,0.2240887284278869,0.1703582257032394,0.0621969103813171,0.0083127664402127,0.1306540647521615
29,0.0228568669408559,0.0210330076515674,0.010264410637319,0.0037751535419374,0.0005143271409906,0.01168875318253406
30,0.0149491913616657,0.0153409773483872,0.005478274077177,0.0014946678420528,0.0001793602859834,0.007488494183053219
31,0.0130437966436147,0.0164881125092506,0.0052015725523233,0.0013928016414865,0.0001631678896956,0.00725789024727414
32,0.0584079101681709,0.1534033119678497,0.045423611998558,0.0126286894083023,0.0008857749053277,0.05414985968964172
33,0.0455805286765098,0.0794413238763809,0.0399786755442619,0.0083651477470994,0.0009213005541823,0.03485739527968686
34,0.023012800142169,0.0415103584527969,0.0174809098243713,0.0026768313255161,0.0003051033418159,0.01699720061733384
35,0.020835081115365,0.030221777036786,0.0126277431845664,0.002533377148211,0.0002060643746517,0.01328480857191602
36,0.011600898578763,0.0109709119424223,0.0049455426633358,0.0006360939587466,5.823692481499165e-05,0.005642336813616538
37,0.031541608273983,0.0438181906938552,0.054336804896593,0.0135006196796894,0.0065068802796304,0.029940820764750204
38,0.0375208780169487,0.0558679774403572,0.0661871433258056,0.0162100493907928,0.0079732676967978,0.03675186317414042
39,0.1654935926198959,0.0895443633198738,0.0763188004493713,0.1407682448625564,0.0275210253894329,0.09992920532822605
40,0.3442423939704895,0.3356720507144928,0.2183540910482406,0.2492458671331405,0.0836703330278396,0.24623694717884065
41,0.1622852832078933,0.3983865082263946,0.2588022947311401,0.0276535525918006,0.0778254196047782,0.18499061167240133
42,0.8886256217956543,0.6490998268127441,0.7974259853363037,0.8866794109344482,0.9898990988731384,0.8423459887504577
43,0.9989559650421144,0.9723697900772096,0.9964511394500732,0.99953293800354,0.9999943971633912,0.9934608459472656
44,0.9021888375282288,0.7064467072486877,0.7618245482444763,0.8728764653205872,0.9835608005523682,0.8453794717788696
45,0.7675641179084778,0.5920703411102295,0.7146303653717041,0.6382599472999573,0.8331284523010254,0.7091306447982788
46,0.0037877871654927,0.0020898547954857,0.001371621270664,0.0001463429216528,8.769229680183344e-06,0.0014808750765950766
47,0.0877317488193512,0.0900924503803253,0.0669475123286247,0.003902175463736,0.0235761441290378,0.05445000622421501
48,0.9955631494522096,0.9515839219093324,0.9991348385810852,0.9990323781967164,0.9999599456787108,0.9890548467636109
49,0.9523890018463136,0.6922163963317871,0.955583155155182,0.8992656469345093,0.9959333539009094,0.8990775108337402
50,0.9688274264335632,0.7615687847137451,0.9559203386306764,0.9484278559684752,0.9740272164344788,0.9217543244361878
51,0.0337539874017238,0.045948252081871,0.0088802399113774,0.0022112117148935,0.0005666474462486,0.018272067711222858
52,0.5439831018447876,0.5280226469039917,0.5446634292602539,0.4844810366630554,0.6769631505012512,0.555622673034668
54,0.9971753358840942,0.9800998568534852,0.9952899217605592,0.99820876121521,0.999985933303833,0.9941519618034362
55,0.9344986081123352,0.6874252557754517,0.771519124507904,0.8666984438896179,0.975442111492157,0.8471167087554932
56,0.8229907155036926,0.6541873812675476,0.6876667737960815,0.732114851474762,0.8929272890090942,0.7579774022102356
58,0.0313949584960937,0.0219104029238224,0.0088975643739104,0.0013726138276979,0.0003891875676345,0.01279294543783178
59,0.0629853829741478,0.0539346635341644,0.027385763823986,0.0049868486821651,0.0015232046134769,0.03016317272558804
60,0.0166445951908826,0.0097858859226107,0.0035116851795464,0.000360833160812,7.303170423256233e-05,0.006075206231616852
61,0.1016729101538658,0.1023707017302513,0.0832076445221901,0.0113438172265887,0.0091235674917697,0.06154372822493313
62,0.0181498620659112,0.0335728228092193,0.017215859144926,0.0009538515587337,0.0005457435036078,0.014087627816479601
63,0.0081904428079724,0.0462645106017589,0.0476834215223789,0.0011115659726783,0.0012272974709048,0.020895447675138658
64,0.0108560305088758,0.0480636209249496,0.0216974858194589,0.0030578528530895,0.0005851528258062,0.016852028586436
65,0.0310127809643745,0.1416845768690109,0.0856334194540977,0.0136959878727793,0.0073384619317948,0.05587304541841145
66,0.0290082897990942,0.0609921142458915,0.0574526265263557,0.0062159323133528,0.0012142146006226,0.030976635497063358
67,0.0100285150110721,0.0232520755380392,0.0175135284662246,0.0016837783623486,0.0004432450514286,0.01058422848582262
68,0.0396146699786186,0.0832507759332656,0.0720941200852394,0.0142064969986677,0.0018680808134377,0.0422068287618458
69,0.0523647964000701,0.1535372138023376,0.2078983336687088,0.0449747182428836,0.0183238461613655,0.09541978165507312
70,0.064629927277565,0.1779614388942718,0.2409511655569076,0.0615932419896125,0.028150625526905,0.11465727984905236
71,0.0213495828211307,0.0117827057838439,0.0064094155095517,0.0045630438253283,0.0002455784706398,0.00887006528209888
72,0.0160500835627317,0.0082495855167508,0.0044254921376705,0.0029789654072374,0.0001231997448485,0.00636546527384778
73,0.0244175978004932,0.0137151908129453,0.007462112698704,0.0050233183428645,0.0002685348154045,0.0101773508940823
74,0.5261779427528381,0.4623959362506866,0.5538542866706848,0.4823362827301025,0.4905777871608734,0.5030684471130371
75,0.7442389130592346,0.6801373958587646,0.7979395389556885,0.6952155828475952,0.5909692645072937,0.7017001390457154
76,0.2959150373935699,0.3853914141654968,0.3561562299728393,0.1119393780827522,0.1607238054275512,0.2620251730084419
80,0.2546889185905456,0.2317849546670913,0.1492103338241577,0.0489293113350868,0.0165987741202116,0.14024245850741862
81,0.0244782473891973,0.0639809146523475,0.0378199331462383,0.001040544360876,0.0042408402077853,0.02631209595128888
82,0.9973278045654296,0.9457966089248656,0.9941745400428772,0.9906125068664552,0.9983751773834229,0.9852573275566101
83,0.918662130832672,0.6584365367889404,0.949398636817932,0.930888831615448,0.9977402687072754,0.8910252809524536
84,0.170776680111885,0.0917009264230728,0.2019278705120086,0.0314355939626693,0.0059717753902077,0.10036256927996867
86,0.8152214884757996,0.6582826972007751,0.8853527903556824,0.819462776184082,0.9543296098709106,0.8265298724174499
87,0.0770489126443862,0.0555071271955966,0.0368476286530494,0.005755535326898,0.0060398713685572,0.03623981503769747
88,0.5320212841033936,0.5137217044830322,0.5270980000495911,0.5043497681617737,0.5461492538452148,0.5246680021286011
93,0.4564452469348907,0.5081663131713867,0.5012699365615845,0.3418453633785248,0.4510773420333862,0.4517608404159546
94,0.9437893033027648,0.6822726726531982,0.9588647484779358,0.8961217999458313,0.9815924763679504,0.8925282001495362
95,0.81439208984375,0.6290804147720337,0.8312872648239136,0.6137391924858093,0.9748972654342652,0.7726792454719543
96,0.9661226272583008,0.9170021414756776,0.9910799860954284,0.9759098887443542,0.998733937740326,0.9697697162628174
97,0.95985746383667,0.778800368309021,0.9534146189689636,0.913455367088318,0.9948304295539856,0.9200716495513916
98,0.9706915616989136,0.9172834157943726,0.9822177290916444,0.9845640659332277,0.9992399215698242,0.9707993388175964
100,0.4860725998878479,0.4750091433525085,0.4414896965026855,0.3089379370212555,0.531605064868927,0.4486228883266449
