,id,Global_WT,Global_mut,LengthDiff,ScoreLocal_WT,ScoreMutPred,ScoreLocal_clean,TrueLabel
0,0,298.5972311962396,303.1175040975213,-5,298.5972311962396,298.53410003334284,-0.12548679113388062,Benign/Likely benign
1,1,298.5972311962396,291.07390226982534,3,296.27296178229153,291.07390226982534,5.554669100791216,Pathogenic
2,2,400.6132835149765,384.5880415281281,8,394.05367325246334,384.5880415281281,8.800544992089272,Likely pathogenic
3,3,704.2013327366294,702.2246711878688,2,702.2249749189796,702.2246711878688,-0.08701254427433011,likely benign
4,4,398.62380903586745,397.5596090145409,1,397.6582865677774,397.5596090145409,0.0,likely benign
5,5,327.2620268538594,323.68314161896706,1,326.2648313716054,323.68314161896706,2.082475297152996,Pathogenic
6,6,135.9457940235734,137.03707294911146,-1,135.9457940235734,136.07137673348188,0.0,likely benign
7,7,629.8466369304806,623.3349361594301,4,625.861632803455,623.3349361594301,3.156631692312658,Pathogenic
8,8,629.8466369304806,624.129341179505,3,626.8531961236149,624.129341179505,2.9783418979495764,Pathogenic
9,9,629.8466369304806,631.5833420963027,-6,629.8466369304806,625.5900449962355,3.895319126546383,likely_pathogenic
10,12,633.9154249485582,632.8817847520113,1,632.9192888196558,632.8817847520113,0.2869117259979248,Benign
11,13,150.35384092852473,151.36586117744446,-1,150.35384092852473,150.4610590338707,-0.07682925462722778,likely benign
12,14,534.6321096271276,535.5586103573442,-1,534.6321096271276,534.6793284192681,0.0,Benign/Likely benign
13,15,787.4277143952495,783.1281768659537,4,783.4331057545787,783.1281768659537,0.35591450333595287,Benign/Likely benign
14,16,787.4277143952495,777.7310664761753,6,781.4691708562023,777.7310664761753,3.9189720675349236,Pathogenic
15,17,787.4277143952495,785.2202355216723,1,786.4391755935794,785.2202355216723,1.3157938532531261,Pathogenic
16,18,689.5272596189752,687.4984152722172,2,687.5788241336122,687.4984152722172,0.0,likely benign
17,19,689.5272596189752,700.3774990076199,-12,689.5272596189752,689.5444158548489,0.1386247426271438,Likely benign
18,20,692.0461981035769,696.2484836955555,-4,692.0461981035769,692.3090775986202,-0.09866315126419067,Likely benign
19,21,815.8453251495957,813.357051031664,4,813.2926435545087,813.357051031664,-0.18675991892814625,Likely benign
20,22,512.6750640198588,493.0642831809819,18,494.86779057234526,493.0642831809819,1.098620142787695,Benign
21,23,174.8028284162283,171.59899979829788,1,173.80284510552883,171.59899979829788,1.7843756973743439,Likely pathogenic
22,24,553.8809157218784,551.4247839190066,2,551.8825901951641,551.4247839190066,0.15119922161102306,pathogenic
23,25,552.3211260158569,553.0374155361205,-2,552.3211260158569,551.8778885323554,0.10936260223388672,pathogenic
24,26,744.769103826955,740.5489381607622,4,740.9362457413226,740.5489381607622,0.10699033737182634,Likely benign
25,27,743.0417833589017,741.2635619807988,2,741.1959337852895,741.2635619807988,-0.16005271673202504,Likely benign
26,28,744.769103826955,746.1064517181367,-2,744.769103826955,744.2623380701989,0.6292004436254501,Benign
27,29,749.18921490293,747.5775503637269,2,747.2395518003032,747.5775503637269,-0.18732875585556025,Benign
28,30,748.7338886782527,749.4143591988832,-2,748.7338886782527,748.3236652184278,0.4602554738521575,Benign
29,31,874.0540605783463,880.851516507566,-7,874.0540605783463,874.1195699796081,-0.29695394635200456,likely_benign
30,32,880.788407150656,876.2642477713525,4,877.1187093891203,876.2642477713525,0.9193860292434695,Likely benign
31,33,877.8728761300445,882.2231934070587,-4,877.8728761300445,878.4757683873177,-0.5252087265253065,Benign
32,34,468.28687574341893,470.01049853488803,-2,468.28687574341893,468.04017240926623,-0.0375343263149262,Benign
33,35,465.3662047125399,464.0312288887799,2,463.39584789052606,464.0312288887799,-0.6350094228982928,likely benign
34,36,496.91947932727635,495.0270998394117,2,494.9918147493154,495.0270998394117,0.0,likely benign
35,37,498.5626668408513,494.56608019885607,4,494.71750492602587,494.56608019885607,0.0,Likely benign
36,38,514.9210902303457,512.9765342697501,2,513.0124117583036,512.9765342697501,0.0,Likely benign
37,39,932.8276230096817,938.7660565190017,-6,932.8276230096817,933.2417911700904,-0.1483493745326997,Benign
38,40,931.5425047390163,928.3757775090635,4,927.9501764886081,928.3757775090635,-0.7148336619138715,Benign
39,41,929.5510700456798,927.6446762681007,1,928.6153885833919,927.6446762681007,0.3011117875576019,Likely benign
40,42,691.2664681780152,690.2109608259052,1,690.6203323113732,690.2109608259052,-0.11217492818832403,likely_benign
41,43,266.586828738451,265.34635201096535,1,265.8024468123913,265.34635201096535,0.2707972526550293,likely benign
42,44,567.8330442244187,565.2395586064085,1,566.9657992059365,565.2395586064085,1.5917471088469028,Pathogenic
43,45,567.8330442244187,559.7355982912704,1,566.864793353714,559.7355982912704,5.202298927120864,Pathogenic
44,46,567.8330442244187,580.8052650913596,-13,567.8330442244187,568.0429362878203,-0.5832541510462761,Pathogenic
45,47,658.6083489786834,655.4009767351672,1,657.609674943611,655.4009767351672,2.3923663645982742,Pathogenic
46,48,599.8627015231177,600.981080618687,-1,599.8627015231177,599.9946245821193,0.0,likely benign
47,49,758.9409397654235,759.3067701384425,-1,758.9409397654235,758.5400208756328,0.0636293888092041,Benign
48,50,241.00144205242395,230.33901817025617,8,233.47740475088358,230.33901817025617,2.819035835098475,Pathogenic
49,51,561.8739960640669,559.4992847964168,1,560.8742812722921,559.4992847964168,1.2686386555433273,Pathogenic
50,52,264.8136724457145,256.15247183665633,3,261.81468185037374,256.15247183665633,5.646894700825214,Likely pathogenic
51,53,268.80039279162884,269.7741279453039,-1,268.80039279162884,268.79377894103527,-0.14914482831954956,likely benign
52,54,468.43355510383844,466.05668189562857,-1,468.43355510383844,466.02697137370706,2.063848089426756,Pathogenic
53,55,436.6733567491174,433.89061307534575,3,433.68300841003656,433.89061307534575,0.0,likely benign
54,57,469.2819768320769,466.8761242944747,1,468.28464807383716,466.8761242944747,1.3383954018354416,Pathogenic/Likely pathogenic
55,58,469.2819768320769,467.561274304986,1,469.0978781860322,467.561274304986,1.4864219650626183,Pathogenic
56,59,167.0822306983173,162.70832935720682,1,166.11873496696353,162.70832935720682,3.511042013764382,Pathogenic
57,61,426.81393449380994,423.4611899331212,4,423.74864277616143,423.4611899331212,0.07579410076141357,likely benign
58,62,426.81393449380994,415.01217544823885,12,414.88575207069516,415.01217544823885,-0.2909683734178541,likely benign
59,63,426.81393449380994,422.75888347811997,4,422.83037273958325,422.75888347811997,0.04694700241088878,likely benign
60,64,358.26791310310364,359.204597171396,-1,358.26791310310364,358.38239454850554,0.0,likely benign
61,65,400.04078316502273,399.21421526093036,1,399.0839302521199,399.21421526093036,0.0,Likely benign
62,66,418.21936947177164,419.4709178584162,-1,418.21936947177164,418.52030286961235,0.0,Benign/Likely benign
63,67,454.7323764213361,460.30403584439773,-6,454.7323764213361,454.9577532132389,-0.0831426084041596,Likely benign
64,68,461.8935007667169,457.05444000521675,6,456.9070122158155,457.05444000521675,0.1084633469581604,benign
65,69,590.1210819480475,591.2276068700012,-1,590.1210819480475,590.3315949214157,-0.014280050992965754,likely_benign
66,70,592.6777640592773,591.7301275613718,1,591.7435495865066,591.7301275613718,-0.00046366453170776367,likely_benign
67,71,624.2122880213428,622.878163697198,2,622.2989062659908,622.878163697198,-0.358240485191345,likely_benign
68,72,673.982260475168,669.6448913156055,5,669.0058907365892,669.6448913156055,-0.3378050103783608,Likely benign
69,73,675.5860208824743,670.1569115214515,6,669.6120562509168,670.1569115214515,-0.679096881300211,likely_benign
70,74,872.1843545362353,873.1478746496141,-1,872.1843545362353,872.1766026578844,0.0,Likely benign
71,75,872.1843545362353,874.7454048134387,-2,872.1843545362353,872.7793804146349,-0.2247706055641175,Benign/Likely benign
72,76,873.2315069846809,872.5207541100681,1,872.2604592852294,872.5207541100681,0.07993489503860474,Benign
73,77,674.93038059026,670.2124955118634,-2,674.93038059026,669.7264923513867,4.601799085736275,Likely pathogenic
74,78,428.5508329211734,427.2780112386681,1,428.0015820800327,427.2780112386681,-0.11290726065635659,Likely benign
75,79,700.3214941117913,699.284279407002,1,699.6392928455025,699.284279407002,0.1691640913486483,Benign
76,80,725.7111910618842,719.9730964750051,6,720.8085266388953,719.9730964750051,0.4761367440223694,likely_benign
77,81,722.782697275281,720.3704389370978,3,720.4495934993029,720.3704389370978,0.0,Benign
78,82,741.9101033508778,741.2030483987182,1,741.0463567078114,741.2030483987182,0.021109730005264338,likely benign
79,83,344.427691642195,343.00130324438214,1,343.54208451882005,343.00130324438214,0.7042196691036224,likely benign
80,84,356.56309044361115,353.114499155432,4,352.6280685067177,353.114499155432,-0.5466362833976744,likely benign
81,85,486.1966232940322,481.31381455622613,4,482.19741275755223,481.31381455622613,1.0631611868739124,Pathogenic
82,86,229.49363689962775,225.6622858196497,1,228.62634556833655,225.6622858196497,2.480838969349861,Pathogenic
83,87,526.5465047215112,525.8603467033245,1,525.8816518639214,525.8603467033245,-0.2275800108909607,likely benign
84,88,499.2875573867932,498.0446501560509,1,498.3316380614415,498.0446501560509,0.12704655528068534,likely benign
85,89,309.4372994117439,304.0566385514103,1,308.4722120575607,304.0566385514103,3.954322394449264,Likely pathogenic
86,90,720.1404082980007,719.0408147647977,1,719.2356391157955,719.0408147647977,0.35716497898101807,likely benign
87,91,465.9211411429569,465.29056588257663,1,465.2148467255756,465.29056588257663,-0.15352919697761547,Pathogenic
88,92,281.17410849779844,277.10628713527694,1,280.17445408552885,277.10628713527694,3.2305685630999506,Likely pathogenic
89,93,608.0003299824893,612.5682620666921,-4,608.0003299824893,608.662287440151,-0.5284521579742434,Likely benign
90,94,608.0003299824893,604.4439258538187,3,605.0043363086879,604.4439258538187,0.7036065198481083,Pathogenic
91,95,608.0003299824893,606.0544983670115,1,607.1668443195522,606.0544983670115,1.2409789860248566,Likely pathogenic
92,96,275.40090676024556,270.1645313464105,5,271.214219648391,270.1645313464105,1.1110971271991732,Pathogenic
93,97,450.0593192987144,445.97200515086297,1,449.06268290802836,445.97200515086297,3.190294713131152,Pathogenic
94,98,450.0593192987144,448.9943180307746,-1,450.0593192987144,448.7697529569268,1.4555560946464539,Likely pathogenic
95,99,450.0593192987144,440.94790589413606,4,446.0610309652984,440.94790589413606,5.397181708598509,Pathogenic
96,100,450.0593192987144,442.8244181538994,3,447.06370775029063,442.8244181538994,3.8046524670844524,Likely pathogenic
97,101,450.0593192987144,443.699813272804,1,449.05972300097346,443.699813272804,5.256121415644884,pathogenic
98,102,844.1491984953173,815.4354067870881,28,816.6058353413828,815.4354067870881,1.1900583505630493,likely benign
99,103,449.7094180418644,446.0956434767286,1,448.7104250623379,446.0956434767286,2.9162288194929715,Pathogenic
100,104,449.7094180418644,447.2145379288122,-2,449.7094180418644,446.4094223594293,3.424720237031579,Pathogenic/Likely pathogenic
101,105,188.49360243976116,187.7809297144413,1,187.92583946883678,187.7809297144413,0.1676586270332337,Pathogenic/Likely pathogenic
102,106,188.49360243976116,186.57462695240974,1,187.7366257160902,186.57462695240974,0.9692575335502625,Pathogenic
103,107,188.49360243976116,182.16765528917313,9,182.3050251752138,182.16765528917313,0.06971439719200134,Likely pathogenic
104,108,374.39675310254097,375.13377675414085,-1,374.39675310254097,374.33086720108986,0.0,likely benign
105,109,406.0614369530231,405.4196339212358,1,405.39415121264756,405.4196339212358,-0.04825541377067566,Benign
106,110,560.1987545499578,556.5670839683153,3,557.2570806154981,556.5670839683153,0.6002743393182755,Likely benign
107,111,560.1987545499578,558.9348674695939,1,559.2330317506567,558.9348674695939,0.0,Likely benign
108,112,560.1987545499578,558.0171682708897,2,558.2502992162481,558.0171682708897,0.11580622196197504,Likely benign
109,113,560.1987545499578,561.2238309034146,-1,560.1987545499578,560.2448659189977,-0.16599595546722418,Benign/Likely benign
110,114,560.1987545499578,561.7426027515903,-2,560.1987545499578,560.0603920677677,0.4259361028671264,Likely benign
111,115,437.176328310743,437.90464410185814,-1,437.176328310743,436.9143537580967,0.0,likely benign
112,116,639.3146715983748,642.003848053515,-2,639.3146715983748,640.5076149478555,-0.5879475176334381,likely benign
113,117,405.6772646419704,401.9387064334005,4,401.9180050007999,401.9387064334005,-0.019152164459228516,likely benign
114,118,446.862365886569,444.93397229909897,1,446.36919082701206,444.93397229909897,1.1207701563835146,Pathogenic
115,119,475.4772376548499,474.32318149879575,1,474.47734434716403,474.32318149879575,0.1967054307460785,Likely pathogenic
116,120,475.4772376548499,474.92705011274666,-1,475.4772376548499,474.891200019978,0.3866507560014727,Likely pathogenic
117,121,475.4772376548499,466.0456091752276,2,473.4783095847815,466.0456091752276,6.848175689578056,Likely pathogenic
118,122,397.997297976166,393.6353556327522,2,395.9976587034762,393.6353556327522,2.2298756763339043,Pathogenic
119,123,397.997297976166,396.02480324264616,1,396.99827966466546,396.02480324264616,0.6243668869137762,Pathogenic
120,124,486.42669315077364,486.3786024451256,-1,486.42669315077364,485.6018830537796,0.7628664523363115,Benign
121,125,335.61784987381543,338.760733452189,-3,335.61784987381543,335.9682561424852,0.01594814658164989,likely benign
122,126,885.7546702502295,883.6633443520404,1,884.7956489799544,883.6633443520404,1.1743847131729126,likely benign
123,127,265.46742294461365,266.4889071752841,-1,265.46742294461365,265.5687502195651,0.0,likely benign
124,128,446.7104685232043,442.20887910574675,1,445.9276652261615,442.20887910574675,3.0825988352298737,pathogenic
125,129,446.7104685232043,446.6711758039892,-1,446.7104685232043,445.82474514469504,0.09756281971931458,likely_benign
126,130,446.7104685232043,444.1107337474823,1,445.7394927665591,444.1107337474823,0.5826929807662964,likely_benign
127,131,709.1924209985882,709.6300138877705,-1,709.1924209985882,708.6300401138142,0.5793005898594858,Pathogenic
128,132,876.6126466775313,867.4253497524187,5,871.7091055298224,867.4253497524187,4.933533051982522,Pathogenic
129,134,878.5899867400876,876.6579207045725,1,877.5910621866933,876.6579207045725,0.6612297873944044,Pathogenic
